identifier_id,person_id,scheme,value,status,issued_on,observed_at,source_system
CI-100115,CP-000115,uin,2311049954,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000116,CP-000116,brn,BRN-1960-0302-00116,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100116,CP-000116,uin,2311059088,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000117,CP-000117,brn,BRN-2020-0303-00117,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100117,CP-000117,uin,2311068212,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000118,CP-000118,brn,BRN-1957-0401-00118,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100118,CP-000118,uin,2311077342,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000119,CP-000119,brn,BRN-1992-0402-00119,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100119,CP-000119,uin,2311086472,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000120,CP-000120,brn,BRN-2000-0403-00120,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100120,CP-000120,uin,2311095607,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000121,CP-000121,brn,BRN-1997-0101-00121,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100121,CP-000121,uin,2311104730,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000122,CP-000122,brn,BRN-2009-0102-00122,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100122,CP-000122,uin,2311120153,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000123,CP-000123,brn,BRN-1992-0103-00123,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100123,CP-000123,uin,2311122998,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000124,CP-000124,brn,BRN-1992-0201-00124,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100124,CP-000124,uin,2311132123,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000125,CP-000125,brn,BRN-1976-0202-00125,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100125,CP-000125,uin,2311141251,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000126,CP-000126,brn,BRN-1991-0203-00126,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100126,CP-000126,uin,2311150381,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000127,CP-000127,brn,BRN-1964-0301-00127,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100127,CP-000127,uin,2311159517,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000128,CP-000128,brn,BRN-1998-0302-00128,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100128,CP-000128,uin,2311168641,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000129,CP-000129,brn,BRN-1961-0303-00129,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100129,CP-000129,uin,2311178141,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000130,CP-000130,brn,BRN-1960-0401-00130,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100130,CP-000130,uin,2311186909,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000131,CP-000131,brn,BRN-1996-0402-00131,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100131,CP-000131,uin,2311196032,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000132,CP-000132,brn,BRN-2019-0403-00132,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100132,CP-000132,uin,2311205169,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000133,CP-000133,brn,BRN-2007-0101-00133,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100133,CP-000133,uin,2311214299,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000134,CP-000134,brn,BRN-1942-0102-00134,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100134,CP-000134,uin,2311223427,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000135,CP-000135,brn,BRN-2017-0103-00135,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100135,CP-000135,uin,2311232559,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000136,CP-000136,brn,BRN-2022-0201-00136,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100136,CP-000136,uin,2311241680,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000137,CP-000137,brn,BRN-1976-0202-00137,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100137,CP-000137,uin,2311250816,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000138,CP-000138,brn,BRN-2009-0203-00138,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100138,CP-000138,uin,2311259942,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000139,CP-000139,brn,BRN-2007-0301-00139,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100139,CP-000139,uin,2311269072,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000140,CP-000140,brn,BRN-1997-0302-00140,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100140,CP-000140,uin,2311278200,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000141,CP-000141,brn,BRN-1963-0303-00141,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100141,CP-000141,uin,2311287331,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000142,CP-000142,brn,BRN-2024-0401-00142,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100142,CP-000142,uin,2311296464,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000143,CP-000143,brn,BRN-1946-0402-00143,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100143,CP-000143,uin,2311305599,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000144,CP-000144,brn,BRN-2016-0403-00144,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100144,CP-000144,uin,2311314722,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000145,CP-000145,brn,BRN-2010-0101-00145,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100145,CP-000145,uin,2311323851,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000146,CP-000146,brn,BRN-2002-0102-00146,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100146,CP-000146,uin,2311332981,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000147,CP-000147,brn,BRN-1991-0103-00147,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100147,CP-000147,uin,2311342118,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000148,CP-000148,brn,BRN-1999-0201-00148,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100148,CP-000148,uin,2311351240,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000149,CP-000149,brn,BRN-2016-0202-00149,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100149,CP-000149,uin,2311360379,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000150,CP-000150,brn,BRN-1962-0203-00150,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100150,CP-000150,uin,2311369500,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000151,CP-000151,brn,BRN-1969-0301-00151,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100151,CP-000151,uin,2311379002,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000152,CP-000152,brn,BRN-1946-0302-00152,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100152,CP-000152,uin,2311387766,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000153,CP-000153,brn,BRN-1994-0303-00153,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100153,CP-000153,uin,2311396895,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000154,CP-000154,brn,BRN-2010-0401-00154,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100154,CP-000154,uin,2311406024,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000155,CP-000155,brn,BRN-1977-0402-00155,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100155,CP-000155,uin,2311415156,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000156,CP-000156,brn,BRN-2007-0403-00156,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100156,CP-000156,uin,2311424287,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000157,CP-000157,brn,BRN-1990-0101-00157,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100157,CP-000157,uin,2311433412,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000158,CP-000158,brn,BRN-2013-0102-00158,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100158,CP-000158,uin,2311442544,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000159,CP-000159,brn,BRN-2004-0103-00159,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100159,CP-000159,uin,2311451677,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000160,CP-000160,brn,BRN-2011-0201-00160,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100160,CP-000160,uin,2311460805,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000161,CP-000161,brn,BRN-1994-0202-00161,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100161,CP-000161,uin,2311469930,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000162,CP-000162,brn,BRN-2014-0203-00162,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100162,CP-000162,uin,2311479064,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000163,CP-000163,brn,BRN-2000-0301-00163,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100163,CP-000163,uin,2311488196,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000164,CP-000164,brn,BRN-2007-0302-00164,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100164,CP-000164,uin,2311497327,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000165,CP-000165,brn,BRN-1997-0303-00165,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100165,CP-000165,uin,2311506452,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000166,CP-000166,brn,BRN-2002-0401-00166,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100166,CP-000166,uin,2311515588,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000167,CP-000167,brn,BRN-1978-0402-00167,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100167,CP-000167,uin,2311524719,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000168,CP-000168,brn,BRN-1997-0403-00168,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100168,CP-000168,uin,2311533841,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000169,CP-000169,brn,BRN-2015-0101-00169,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100169,CP-000169,uin,2311542979,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000170,CP-000170,brn,BRN-1995-0102-00170,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100170,CP-000170,uin,2311552104,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000171,CP-000171,brn,BRN-1976-0103-00171,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100171,CP-000171,uin,2311561232,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000172,CP-000172,brn,BRN-2013-0201-00172,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100172,CP-000172,uin,2311570366,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000173,CP-000173,brn,BRN-1987-0202-00173,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100173,CP-000173,uin,2311579493,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000174,CP-000174,brn,BRN-1998-0203-00174,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100174,CP-000174,uin,2311588620,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000175,CP-000175,brn,BRN-1953-0301-00175,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100175,CP-000175,uin,2311597757,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000176,CP-000176,brn,BRN-2020-0302-00176,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100176,CP-000176,uin,2311606882,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000177,CP-000177,brn,BRN-2004-0303-00177,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100177,CP-000177,uin,2311616013,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000178,CP-000178,brn,BRN-1941-0401-00178,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100178,CP-000178,uin,2311625144,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000179,CP-000179,brn,BRN-2010-0402-00179,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100179,CP-000179,uin,2311634272,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000180,CP-000180,brn,BRN-1985-0403-00180,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100180,CP-000180,uin,2311643402,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000181,CP-000181,brn,BRN-2010-0101-00181,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100181,CP-000181,uin,2311652530,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000182,CP-000182,brn,BRN-2009-0102-00182,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100182,CP-000182,uin,2311662038,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000183,CP-000183,brn,BRN-1991-0103-00183,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100183,CP-000183,uin,2311670790,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000184,CP-000184,brn,BRN-1994-0201-00184,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100184,CP-000184,uin,2311679926,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000185,CP-000185,brn,BRN-2002-0202-00185,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100185,CP-000185,uin,2311689052,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000186,CP-000186,brn,BRN-1982-0203-00186,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100186,CP-000186,uin,2311698182,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000187,CP-000187,brn,BRN-2025-0301-00187,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100187,CP-000187,uin,2311707311,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000188,CP-000188,brn,BRN-2015-0302-00188,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100188,CP-000188,uin,2311716440,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000189,CP-000189,brn,BRN-1962-0303-00189,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100189,CP-000189,uin,2311725577,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000190,CP-000190,brn,BRN-1999-0401-00190,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100190,CP-000190,uin,2311734707,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000191,CP-000191,brn,BRN-1972-0402-00191,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100191,CP-000191,uin,2311743839,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000192,CP-000192,brn,BRN-2001-0403-00192,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100192,CP-000192,uin,2311752965,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000193,CP-000193,brn,BRN-1967-0101-00193,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100193,CP-000193,uin,2311762099,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000194,CP-000194,brn,BRN-1972-0102-00194,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100194,CP-000194,uin,2311771221,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000195,CP-000195,brn,BRN-1990-0103-00195,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100195,CP-000195,uin,2311780353,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000196,CP-000196,brn,BRN-2021-0201-00196,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100196,CP-000196,uin,2311789489,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000197,CP-000197,brn,BRN-1986-0202-00197,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100197,CP-000197,uin,2311798618,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000198,CP-000198,brn,BRN-2000-0203-00198,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100198,CP-000198,uin,2311807744,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000199,CP-000199,brn,BRN-2013-0301-00199,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100199,CP-000199,uin,2311816872,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000200,CP-000200,brn,BRN-2006-0302-00200,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100200,CP-000200,uin,2311826000,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000201,CP-000201,brn,BRN-2002-0303-00201,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100201,CP-000201,uin,2311835133,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000202,CP-000202,brn,BRN-1984-0401-00202,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100202,CP-000202,uin,2311844264,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000203,CP-000203,brn,BRN-2011-0402-00203,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100203,CP-000203,uin,2311853399,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000204,CP-000204,brn,BRN-1964-0403-00204,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100204,CP-000204,uin,2311862528,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000205,CP-000205,brn,BRN-2014-0101-00205,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100205,CP-000205,uin,2311871650,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000206,CP-000206,brn,BRN-1969-0102-00206,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100206,CP-000206,uin,2311880785,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000207,CP-000207,brn,BRN-2008-0103-00207,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100207,CP-000207,uin,2311889916,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000208,CP-000208,brn,BRN-2022-0201-00208,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100208,CP-000208,uin,2311899043,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000209,CP-000209,brn,BRN-2017-0202-00209,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100209,CP-000209,uin,2311908170,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000210,CP-000210,brn,BRN-1958-0203-00210,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100210,CP-000210,uin,2311917307,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000211,CP-000211,brn,BRN-1999-0301-00211,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100211,CP-000211,uin,2311926439,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000212,CP-000212,brn,BRN-2001-0302-00212,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100212,CP-000212,uin,2311935567,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000213,CP-000213,brn,BRN-1997-0303-00213,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100213,CP-000213,uin,2311944696,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000214,CP-000214,brn,BRN-2017-0401-00214,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100214,CP-000214,uin,2311953823,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000215,CP-000215,brn,BRN-2018-0402-00215,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100215,CP-000215,uin,2311962953,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000216,CP-000216,brn,BRN-1959-0403-00216,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100216,CP-000216,uin,2311972085,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000217,CP-000217,brn,BRN-1983-0101-00217,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100217,CP-000217,uin,2311981215,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000218,CP-000218,brn,BRN-1945-0102-00218,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100218,CP-000218,uin,2311990345,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000219,CP-000219,brn,BRN-1976-0103-00219,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100219,CP-000219,uin,2311999472,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000220,CP-000220,brn,BRN-1998-0201-00220,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100220,CP-000220,uin,2312008601,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000221,CP-000221,brn,BRN-1963-0202-00221,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100221,CP-000221,uin,2312017733,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000222,CP-000222,brn,BRN-1997-0203-00222,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100222,CP-000222,uin,2312026867,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000223,CP-000223,brn,BRN-1989-0301-00223,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100223,CP-000223,uin,2312035994,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000224,CP-000224,brn,BRN-2007-0302-00224,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100224,CP-000224,uin,2312045123,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000225,CP-000225,brn,BRN-2000-0303-00225,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100225,CP-000225,uin,2312054258,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000226,CP-000226,brn,BRN-2008-0401-00226,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100226,CP-000226,uin,2312063388,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000227,CP-000227,brn,BRN-1996-0402-00227,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100227,CP-000227,uin,2312072517,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000228,CP-000228,brn,BRN-1989-0403-00228,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100228,CP-000228,uin,2312081648,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000229,CP-000229,brn,BRN-2013-0101-00229,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100229,CP-000229,uin,2312090776,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000230,CP-000230,brn,BRN-2005-0102-00230,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100230,CP-000230,uin,2312099907,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000231,CP-000231,brn,BRN-1972-0103-00231,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100231,CP-000231,uin,2312109030,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000232,CP-000232,brn,BRN-1983-0201-00232,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100232,CP-000232,uin,2312118169,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000233,CP-000233,brn,BRN-1957-0202-00233,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100233,CP-000233,uin,2312127290,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000234,CP-000234,brn,BRN-2021-0203-00234,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100234,CP-000234,uin,2312136423,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100235,CP-000235,uin,2312145550,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000236,CP-000236,brn,BRN-1971-0302-00236,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100236,CP-000236,uin,2312154684,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000237,CP-000237,brn,BRN-2018-0303-00237,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100237,CP-000237,uin,2312163815,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000238,CP-000238,brn,BRN-2009-0401-00238,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100238,CP-000238,uin,2312172947,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000239,CP-000239,brn,BRN-1942-0402-00239,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100239,CP-000239,uin,2312182072,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000240,CP-000240,brn,BRN-2003-0403-00240,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
