person_id,uin,given_name,family_name,sex,birth_date,birth_place_district_code,life_status,death_date,observed_at,source_system
CP-000221,2312017733,Zaid221,Okafor,female,1963-03-17,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000222,2312026867,Rina222,Dela Cruz,male,1997-10-11,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000223,2312035994,Kiran223,Aquino,female,1989-05-13,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000224,2312045123,Eli224,Kone,male,2007-09-08,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000225,2312054258,Mara225,Mensah,female,2000-12-15,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000226,2312063388,Tala226,Raman,male,2008-03-05,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000227,2312072517,Rafi227,Almeida,female,1996-05-28,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000228,2312081648,Ari228,Mori,male,1989-05-13,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000229,2312090776,Mika229,Khan,female,2013-07-14,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000230,2312099907,Nela230,Santos,male,2005-07-27,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000231,2312109030,Tomas231,Okafor,female,1972-07-28,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000232,2312118169,Lina232,Dela Cruz,male,1983-07-03,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000233,2312127290,Zaid233,Aquino,female,1957-09-07,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000234,2312136423,Rina234,Kone,male,2021-05-08,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000235,2312145550,Kiran235,Mensah,female,2023-09-06,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000236,2312154684,Eli236,Raman,male,1971-09-11,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000237,2312163815,Mara237,Almeida,female,2018-03-23,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000238,2312172947,Tala238,Mori,male,2009-07-12,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000239,2312182072,Rafi239,Khan,female,1942-02-28,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000240,2312191209,Ari240,Santos,male,2003-09-03,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000241,2312200330,Mika241,Okafor,female,1998-10-11,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000242,2312209462,Nela242,Dela Cruz,male,1973-04-21,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000243,2312218592,Tomas243,Aquino,female,2009-02-22,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000244,2312227723,Lina244,Kone,male,1969-11-17,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000245,2312236851,Zaid245,Mensah,female,2023-12-20,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000246,2312245982,Rina246,Raman,male,2000-01-24,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000247,2312255117,Kiran247,Almeida,female,1947-04-18,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000248,2312264241,Eli248,Mori,male,2005-09-23,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000249,2312273375,Mara249,Khan,female,2018-03-17,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000250,2312282506,Tala250,Santos,male,1974-11-27,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000251,2312291630,Rafi251,Okafor,female,2005-04-11,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000252,2312300765,Ari252,Dela Cruz,male,1985-04-19,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000253,2312309898,Mika253,Aquino,female,2001-11-15,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000254,2312319022,Nela254,Kone,male,1956-12-27,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000255,2312328150,Tomas255,Mensah,female,2021-01-21,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000256,2312337289,Lina256,Raman,male,1987-03-06,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000257,2312346419,Zaid257,Almeida,female,1964-01-10,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000258,2312355542,Rina258,Mori,male,2016-04-04,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000259,2312364677,Kiran259,Khan,female,1993-02-17,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000260,2312373805,Eli260,Santos,male,2016-07-22,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000261,2312382938,Mara261,Okafor,female,1991-10-02,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000262,2312392060,Tala262,Dela Cruz,male,2021-11-06,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000263,2312401194,Rafi263,Aquino,female,1996-03-10,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000264,2312410326,Ari264,Kone,male,1973-08-23,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000265,2312419452,Mika265,Mensah,female,2009-10-27,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000266,2312428584,Nela266,Raman,male,1954-07-19,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000267,2312437718,Tomas267,Almeida,female,1990-02-10,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000268,2312446846,Lina268,Mori,male,1945-02-25,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000269,2312455979,Zaid269,Khan,female,2003-10-22,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000270,2312465105,Rina270,Santos,male,1994-04-01,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000271,2312474239,Kiran271,Okafor,female,2015-05-13,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000272,2312483366,Eli272,Dela Cruz,male,1987-08-08,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000273,2312492491,Mara273,Aquino,female,1968-09-28,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000274,2312501629,Tala274,Kone,male,1943-07-06,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000275,2312510756,Rafi275,Mensah,female,2015-04-10,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000276,2312519885,Ari276,Raman,male,1963-01-15,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000277,2312529015,Mika277,Almeida,female,2014-11-04,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000278,2312538143,Nela278,Mori,male,2007-12-20,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000279,2312547274,Tomas279,Khan,female,2019-08-08,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000280,2312556400,Lina280,Santos,male,1977-12-04,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000281,2312565531,Zaid281,Okafor,female,2015-04-23,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000282,2312574669,Rina282,Dela Cruz,male,1957-10-06,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000283,2312583797,Kiran283,Aquino,female,1998-09-14,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000284,2312592924,Eli284,Kone,male,1978-02-15,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000285,2312602056,Mara285,Mensah,female,2002-01-18,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000286,2312611189,Tala286,Raman,male,1997-02-20,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000287,2312620317,Rafi287,Almeida,female,1968-07-04,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000288,2312629445,Ari288,Mori,male,2009-09-21,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000289,2312638577,Mika289,Khan,female,2000-06-02,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000290,2312647709,Nela290,Santos,male,1952-06-02,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000291,2312656835,Tomas291,Okafor,female,1961-07-28,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000292,2312665968,Lina292,Dela Cruz,male,1989-02-01,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000293,2312675091,Zaid293,Aquino,female,1969-09-24,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000294,2312684223,Rina294,Kone,male,1997-01-27,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000295,2312693354,Kiran295,Mensah,female,2015-08-17,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000296,2312702483,Eli296,Raman,male,2017-02-20,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000297,2312711611,Mara297,Almeida,female,2014-08-25,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000298,2312720746,Tala298,Mori,male,2006-07-06,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000299,2312729876,Rafi299,Khan,female,1997-06-23,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000300,2312739007,Ari300,Santos,male,2006-09-24,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000301,2312748136,Mika301,Okafor,female,1979-03-17,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000302,2312757264,Nela302,Dela Cruz,male,1997-05-14,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000303,2312766394,Tomas303,Aquino,female,2016-07-04,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000304,2312775520,Lina304,Kone,male,2015-06-10,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000305,2312784651,Zaid305,Mensah,female,2000-04-03,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000306,2312793787,Rina306,Raman,male,2000-03-22,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000307,2312802913,Kiran307,Almeida,female,1993-08-23,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000308,2312812048,Eli308,Mori,male,1942-02-09,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000309,2312821175,Mara309,Khan,female,1988-08-23,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000310,2312830305,Tala310,Santos,male,1962-04-14,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000311,2312839439,Rafi311,Okafor,female,1961-06-02,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000312,2312848565,Ari312,Dela Cruz,male,2010-11-17,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000313,2312857694,Mika313,Aquino,female,2012-08-13,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000314,2312866822,Nela314,Kone,male,1997-03-16,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000315,2312875952,Tomas315,Mensah,female,1940-09-11,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000316,2312885086,Lina316,Raman,male,1990-06-26,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000317,2312894216,Zaid317,Almeida,female,1995-01-16,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000318,2312903343,Rina318,Mori,male,2018-12-19,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000319,2312912477,Kiran319,Khan,female,2011-10-08,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000320,2312921608,Eli320,Santos,male,1947-09-03,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000321,2312930730,Mara321,Okafor,female,1995-11-20,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000322,2312939866,Tala322,Dela Cruz,male,2007-01-23,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000323,2312948991,Rafi323,Aquino,female,1974-01-06,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000324,2312958122,Ari324,Kone,male,1993-01-20,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000325,2312967259,Mika325,Mensah,female,1952-11-05,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000326,2312976380,Nela326,Raman,male,2019-09-05,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000327,2312985517,Tomas327,Almeida,female,2011-03-20,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000328,2312994648,Lina328,Mori,male,2005-09-23,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000329,2313003775,Zaid329,Khan,female,1993-08-17,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000330,2313012905,Rina330,Santos,male,2004-03-22,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000331,2313022030,Kiran331,Okafor,female,1975-12-06,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000332,2313031167,Eli332,Dela Cruz,male,2020-09-08,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000333,2313040291,Mara333,Aquino,female,1986-12-22,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000334,2313049421,Tala334,Kone,male,1991-12-03,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000335,2313058555,Rafi335,Mensah,female,2019-12-09,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000336,2313067689,Ari336,Raman,male,1998-06-08,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000337,2313076817,Mika337,Almeida,female,1985-12-26,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000338,2313085942,Nela338,Mori,male,2020-05-02,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000339,2313095071,Tomas339,Khan,female,2016-10-13,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000340,2313104200,Lina340,Santos,male,2011-07-18,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000341,2313113336,Zaid341,Okafor,female,2001-12-04,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000342,2313122469,Rina342,Dela Cruz,male,1998-04-21,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000343,2313131597,Kiran343,Aquino,female,1964-12-01,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000344,2313140729,Eli344,Kone,male,1997-12-04,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000345,2313149858,Mara345,Mensah,female,2012-06-12,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000346,2313158982,Tala346,Raman,male,1995-02-04,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000347,2313168110,Rafi347,Almeida,female,1971-09-01,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000348,2313177249,Ari348,Mori,male,1965-10-01,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000349,2313186372,Mika349,Khan,female,2025-06-05,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000350,2313195504,Nela350,Santos,male,1968-12-03,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000351,2313204639,Tomas351,Okafor,female,1988-11-07,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000352,2313213766,Lina352,Dela Cruz,male,1958-12-13,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000353,2313222899,Zaid353,Aquino,female,2019-06-09,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000354,2313232024,Rina354,Kone,male,1961-05-03,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000355,2313241158,Kiran355,Mensah,female,1998-10-28,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000356,2313250282,Eli356,Raman,male,2025-01-28,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000357,2313259418,Mara357,Almeida,female,1995-01-19,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000358,2313268542,Tala358,Mori,male,1975-04-02,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000359,2313277679,Rafi359,Khan,female,1999-01-02,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000360,2313286805,Ari360,Santos,male,1958-03-23,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000361,2313295935,Mika361,Okafor,female,2019-01-27,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000362,2313305062,Nela362,Dela Cruz,male,1997-03-18,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000363,2313314195,Tomas363,Aquino,female,1950-11-25,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000364,2313323325,Lina364,Kone,male,1955-09-27,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000365,2313332452,Zaid365,Mensah,female,1967-01-26,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000366,2313341585,Rina366,Raman,male,2016-09-06,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000367,2313350714,Kiran367,Almeida,female,1998-04-21,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000368,2313359848,Eli368,Mori,male,2006-06-26,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000369,2313368977,Mara369,Khan,female,2018-09-27,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000370,2313378103,Tala370,Santos,male,2006-12-15,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000371,2313387235,Rafi371,Okafor,female,2000-10-26,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000372,2313396363,Ari372,Dela Cruz,male,2004-09-08,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000373,2313405490,Mika373,Aquino,female,1992-04-05,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000374,2313414623,Nela374,Kone,male,2007-05-06,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000375,2313423759,Tomas375,Mensah,female,2010-04-16,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000376,2313432889,Lina376,Raman,male,2013-01-16,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000377,2313442011,Zaid377,Almeida,female,2003-01-02,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000378,2313451140,Rina378,Mori,male,1955-02-08,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000379,2313460271,Kiran379,Khan,female,1973-07-03,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000380,2313469405,Eli380,Santos,male,1978-02-05,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000381,2313478535,Mara381,Okafor,female,1993-02-21,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000382,2313487669,Tala382,Dela Cruz,male,1994-04-07,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000383,2313496790,Rafi383,Aquino,female,1981-09-11,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000384,2313505924,Ari384,Kone,male,2017-05-03,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000385,2313515050,Mika385,Mensah,female,1972-05-26,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000386,2313524187,Nela386,Raman,male,1957-10-07,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000387,2313533312,Tomas387,Almeida,female,1957-05-23,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000388,2313542448,Lina388,Mori,male,1957-03-23,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000389,2313551574,Zaid389,Khan,female,2009-11-06,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000390,2313560702,Rina390,Santos,male,1990-01-01,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000391,2313569837,Kiran391,Okafor,female,2025-06-26,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000392,2313578966,Eli392,Dela Cruz,male,1967-11-13,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000393,2313588091,Mara393,Aquino,female,1955-05-13,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000394,2313597224,Tala394,Kone,male,2015-11-15,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000395,2313606359,Rafi395,Mensah,female,2019-06-18,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000396,2313615486,Ari396,Raman,male,1974-11-19,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000397,2313624612,Mika397,Almeida,female,1970-03-14,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000398,2313633740,Nela398,Mori,male,1978-05-05,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000399,2313642877,Tomas399,Khan,female,1982-04-14,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000400,2313652003,Lina400,Santos,male,1962-04-04,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000401,2313661137,Zaid401,Okafor,female,1993-09-19,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000402,2313670269,Rina402,Dela Cruz,male,1999-03-08,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000403,2313679397,Kiran403,Aquino,female,2010-03-09,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000404,2313688524,Eli404,Kone,male,2023-02-23,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000405,2313697654,Mara405,Mensah,female,1997-06-10,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000406,2313706783,Tala406,Raman,male,2019-08-08,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000407,2313715919,Rafi407,Almeida,female,2009-02-20,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000408,2313725041,Ari408,Mori,male,1980-11-09,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000409,2313734179,Mika409,Khan,female,2023-04-04,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000410,2313743308,Nela410,Santos,male,1985-11-08,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000411,2313752432,Tomas411,Okafor,female,2006-04-23,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000412,2313761568,Lina412,Dela Cruz,male,2010-08-06,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000413,2313770699,Zaid413,Aquino,female,2013-06-27,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000414,2313779828,Rina414,Kone,male,1992-09-04,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000415,2313788952,Kiran415,Mensah,female,1989-05-05,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000416,2313798083,Eli416,Raman,male,1981-10-04,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000417,2313807214,Mara417,Almeida,female,1996-04-18,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000418,2313816345,Tala418,Mori,male,2013-10-23,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000419,2313825476,Rafi419,Khan,female,1990-11-02,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000420,2313834604,Ari420,Santos,male,1970-03-15,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000421,2313843738,Mika421,Okafor,female,2024-05-19,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000422,2313852868,Nela422,Dela Cruz,male,1995-09-14,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000423,2313861997,Tomas423,Aquino,female,2005-10-10,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000424,2313871128,Lina424,Kone,male,2008-08-07,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000425,2313880251,Zaid425,Mensah,female,1955-06-11,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000426,2313889382,Rina426,Raman,male,2013-03-01,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000427,2313898516,Kiran427,Almeida,female,1975-10-04,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000428,2313907642,Eli428,Mori,male,1992-01-27,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000429,2313916777,Mara429,Khan,female,1963-06-08,XS-0303,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000430,2313925902,Tala430,Santos,male,1991-02-13,XS-0401,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000431,2313935037,Rafi431,Okafor,female,1960-10-22,XS-0402,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000432,2313944164,Ari432,Dela Cruz,male,1958-02-25,XS-0403,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000433,2313953291,Mika433,Aquino,female,1990-04-02,XS-0101,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000434,2313962422,Nela434,Kone,male,1999-02-14,XS-0102,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000435,2313971559,Tomas435,Mensah,female,2020-05-01,XS-0103,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000436,2313980688,Lina436,Raman,male,1957-05-05,XS-0201,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000437,2313989813,Zaid437,Almeida,female,1963-06-07,XS-0202,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000438,2313998945,Rina438,Mori,male,1992-11-22,XS-0203,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000439,2314008074,Kiran439,Khan,female,1996-07-17,XS-0301,alive,,2026-07-04T09:00:00Z,CRA-CORE
CP-000440,2314017205,Eli440,Santos,male,1968-07-08,XS-0302,alive,,2026-07-04T09:00:00Z,CRA-CORE
