event_id,brn,child_person_id,mother_person_id,father_person_id,informant_person_id,informant_relationship,date_of_birth,place_type,facility_id,birth_attendant,sex_at_birth,observed_at,source_system
BE-00172,BRN-2013-0201-00172,CP-000172,,,CP-000172,parent,2013-03-15,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00173,BRN-1987-0202-00173,CP-000173,,,CP-000173,parent,1987-03-16,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00174,BRN-1998-0203-00174,CP-000174,,,CP-000174,parent,1998-01-10,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00175,BRN-1953-0301-00175,CP-000175,,,CP-000175,parent,1953-04-13,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00176,BRN-2020-0302-00176,CP-000176,,,CP-000176,parent,2020-05-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00177,BRN-2004-0303-00177,CP-000177,,,CP-000177,parent,2004-10-19,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00178,BRN-1941-0401-00178,CP-000178,,,CP-000178,parent,1941-02-09,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00179,BRN-2010-0402-00179,CP-000179,,,CP-000179,parent,2010-05-15,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00180,BRN-1985-0403-00180,CP-000180,,,CP-000180,parent,1985-12-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00181,BRN-2010-0101-00181,CP-000181,,,CP-000181,parent,2010-10-20,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00182,BRN-2009-0102-00182,CP-000182,,,CP-000182,parent,2009-08-15,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00183,BRN-1991-0103-00183,CP-000183,,,CP-000183,parent,1991-08-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00184,BRN-1994-0201-00184,CP-000184,,,CP-000184,parent,1994-08-28,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00185,BRN-2002-0202-00185,CP-000185,,,CP-000185,parent,2002-03-14,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00186,BRN-1982-0203-00186,CP-000186,,,CP-000186,parent,1982-06-03,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00187,BRN-2025-0301-00187,CP-000187,,,CP-000187,parent,2025-07-23,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00188,BRN-2015-0302-00188,CP-000188,,,CP-000188,parent,2015-03-10,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00189,BRN-1962-0303-00189,CP-000189,,,CP-000189,parent,1962-10-09,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00190,BRN-1999-0401-00190,CP-000190,,,CP-000190,parent,1999-04-17,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00191,BRN-1972-0402-00191,CP-000191,,,CP-000191,parent,1972-07-16,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00192,BRN-2001-0403-00192,CP-000192,,,CP-000192,parent,2001-11-25,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00193,BRN-1967-0101-00193,CP-000193,,,CP-000193,parent,1967-01-09,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00194,BRN-1972-0102-00194,CP-000194,,,CP-000194,parent,1972-10-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00195,BRN-1990-0103-00195,CP-000195,,,CP-000195,parent,1990-07-24,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00196,BRN-2021-0201-00196,CP-000196,,,CP-000196,parent,2021-04-22,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00197,BRN-1986-0202-00197,CP-000197,,,CP-000197,parent,1986-04-16,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00198,BRN-2000-0203-00198,CP-000198,,,CP-000198,parent,2000-06-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00199,BRN-2013-0301-00199,CP-000199,,,CP-000199,parent,2013-12-19,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00200,BRN-2006-0302-00200,CP-000200,,,CP-000200,parent,2006-09-28,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00201,BRN-2002-0303-00201,CP-000201,,,CP-000201,parent,2002-01-25,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00202,BRN-1984-0401-00202,CP-000202,,,CP-000202,parent,1984-09-26,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00203,BRN-2011-0402-00203,CP-000203,,,CP-000203,parent,2011-04-09,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00204,BRN-1964-0403-00204,CP-000204,,,CP-000204,parent,1964-01-25,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00205,BRN-2014-0101-00205,CP-000205,,,CP-000205,parent,2014-03-16,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00206,BRN-1969-0102-00206,CP-000206,,,CP-000206,parent,1969-10-07,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00207,BRN-2008-0103-00207,CP-000207,,,CP-000207,parent,2008-11-11,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00208,BRN-2022-0201-00208,CP-000208,,,CP-000208,parent,2022-11-14,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00209,BRN-2017-0202-00209,CP-000209,,,CP-000209,parent,2017-10-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00210,BRN-1958-0203-00210,CP-000210,,,CP-000210,parent,1958-01-04,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00211,BRN-1999-0301-00211,CP-000211,,,CP-000211,parent,1999-05-05,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00212,BRN-2001-0302-00212,CP-000212,,,CP-000212,parent,2001-01-05,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00213,BRN-1997-0303-00213,CP-000213,,,CP-000213,parent,1997-02-13,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00214,BRN-2017-0401-00214,CP-000214,,,CP-000214,parent,2017-04-16,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00215,BRN-2018-0402-00215,CP-000215,,,CP-000215,parent,2018-04-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00216,BRN-1959-0403-00216,CP-000216,,,CP-000216,parent,1959-06-01,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00217,BRN-1983-0101-00217,CP-000217,,,CP-000217,parent,1983-09-17,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00218,BRN-1945-0102-00218,CP-000218,,,CP-000218,parent,1945-01-09,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00219,BRN-1976-0103-00219,CP-000219,,,CP-000219,parent,1976-06-06,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00220,BRN-1998-0201-00220,CP-000220,,,CP-000220,parent,1998-06-13,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00221,BRN-1963-0202-00221,CP-000221,,,CP-000221,parent,1963-03-17,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00222,BRN-1997-0203-00222,CP-000222,,,CP-000222,parent,1997-10-11,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00223,BRN-1989-0301-00223,CP-000223,,,CP-000223,parent,1989-05-13,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00224,BRN-2007-0302-00224,CP-000224,,,CP-000224,parent,2007-09-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00225,BRN-2000-0303-00225,CP-000225,,,CP-000225,parent,2000-12-15,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00226,BRN-2008-0401-00226,CP-000226,,,CP-000226,parent,2008-03-05,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00227,BRN-1996-0402-00227,CP-000227,,,CP-000227,parent,1996-05-28,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00228,BRN-1989-0403-00228,CP-000228,,,CP-000228,parent,1989-05-13,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00229,BRN-2013-0101-00229,CP-000229,,,CP-000229,parent,2013-07-14,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00230,BRN-2005-0102-00230,CP-000230,,,CP-000230,parent,2005-07-27,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00231,BRN-1972-0103-00231,CP-000231,,,CP-000231,parent,1972-07-28,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00232,BRN-1983-0201-00232,CP-000232,,,CP-000232,parent,1983-07-03,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00233,BRN-1957-0202-00233,CP-000233,,,CP-000233,parent,1957-09-07,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00234,BRN-2021-0203-00234,CP-000234,,,CP-000234,parent,2021-05-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00236,BRN-1971-0302-00236,CP-000236,,,CP-000236,parent,1971-09-11,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00237,BRN-2018-0303-00237,CP-000237,,,CP-000237,parent,2018-03-23,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00238,BRN-2009-0401-00238,CP-000238,,,CP-000238,parent,2009-07-12,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00239,BRN-1942-0402-00239,CP-000239,,,CP-000239,parent,1942-02-28,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00240,BRN-2003-0403-00240,CP-000240,,,CP-000240,parent,2003-09-03,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00241,BRN-1998-0101-00241,CP-000241,,,CP-000241,parent,1998-10-11,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00242,BRN-1973-0102-00242,CP-000242,,,CP-000242,parent,1973-04-21,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00243,BRN-2009-0103-00243,CP-000243,,,CP-000243,parent,2009-02-22,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00244,BRN-1969-0201-00244,CP-000244,,,CP-000244,parent,1969-11-17,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00246,BRN-2000-0203-00246,CP-000246,,,CP-000246,parent,2000-01-24,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00247,BRN-1947-0301-00247,CP-000247,,,CP-000247,parent,1947-04-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00248,BRN-2005-0302-00248,CP-000248,,,CP-000248,parent,2005-09-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00249,BRN-2018-0303-00249,CP-000249,,,CP-000249,parent,2018-03-17,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00250,BRN-1974-0401-00250,CP-000250,,,CP-000250,parent,1974-11-27,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00251,BRN-2005-0402-00251,CP-000251,,,CP-000251,parent,2005-04-11,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00252,BRN-1985-0403-00252,CP-000252,,,CP-000252,parent,1985-04-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00253,BRN-2001-0101-00253,CP-000253,,,CP-000253,parent,2001-11-15,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00254,BRN-1956-0102-00254,CP-000254,,,CP-000254,parent,1956-12-27,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00256,BRN-1987-0201-00256,CP-000256,,,CP-000256,parent,1987-03-06,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00257,BRN-1964-0202-00257,CP-000257,,,CP-000257,parent,1964-01-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00258,BRN-2016-0203-00258,CP-000258,,,CP-000258,parent,2016-04-04,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00259,BRN-1993-0301-00259,CP-000259,,,CP-000259,parent,1993-02-17,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00260,BRN-2016-0302-00260,CP-000260,,,CP-000260,parent,2016-07-22,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00261,BRN-1991-0303-00261,CP-000261,,,CP-000261,parent,1991-10-02,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00262,BRN-2021-0401-00262,CP-000262,,,CP-000262,parent,2021-11-06,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00263,BRN-1996-0402-00263,CP-000263,,,CP-000263,parent,1996-03-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00264,BRN-1973-0403-00264,CP-000264,,,CP-000264,parent,1973-08-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00265,BRN-2009-0101-00265,CP-000265,,,CP-000265,parent,2009-10-27,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00266,BRN-1954-0102-00266,CP-000266,,,CP-000266,parent,1954-07-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00267,BRN-1990-0103-00267,CP-000267,,,CP-000267,parent,1990-02-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00268,BRN-1945-0201-00268,CP-000268,,,CP-000268,parent,1945-02-25,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00269,BRN-2003-0202-00269,CP-000269,,,CP-000269,parent,2003-10-22,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00270,BRN-1994-0203-00270,CP-000270,,,CP-000270,parent,1994-04-01,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00271,BRN-2015-0301-00271,CP-000271,,,CP-000271,parent,2015-05-13,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00272,BRN-1987-0302-00272,CP-000272,,,CP-000272,parent,1987-08-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00273,BRN-1968-0303-00273,CP-000273,,,CP-000273,parent,1968-09-28,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00274,BRN-1943-0401-00274,CP-000274,,,CP-000274,parent,1943-07-06,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00275,BRN-2015-0402-00275,CP-000275,,,CP-000275,parent,2015-04-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00276,BRN-1963-0403-00276,CP-000276,,,CP-000276,parent,1963-01-15,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00277,BRN-2014-0101-00277,CP-000277,,,CP-000277,parent,2014-11-04,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00278,BRN-2007-0102-00278,CP-000278,,,CP-000278,parent,2007-12-20,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00279,BRN-2019-0103-00279,CP-000279,,,CP-000279,parent,2019-08-08,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00280,BRN-1977-0201-00280,CP-000280,,,CP-000280,parent,1977-12-04,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00281,BRN-2015-0202-00281,CP-000281,,,CP-000281,parent,2015-04-23,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00282,BRN-1957-0203-00282,CP-000282,,,CP-000282,parent,1957-10-06,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00283,BRN-1998-0301-00283,CP-000283,,,CP-000283,parent,1998-09-14,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00284,BRN-1978-0302-00284,CP-000284,,,CP-000284,parent,1978-02-15,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00285,BRN-2002-0303-00285,CP-000285,,,CP-000285,parent,2002-01-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00286,BRN-1997-0401-00286,CP-000286,,,CP-000286,parent,1997-02-20,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00287,BRN-1968-0402-00287,CP-000287,,,CP-000287,parent,1968-07-04,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00288,BRN-2009-0403-00288,CP-000288,,,CP-000288,parent,2009-09-21,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00289,BRN-2000-0101-00289,CP-000289,,,CP-000289,parent,2000-06-02,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00290,BRN-1952-0102-00290,CP-000290,,,CP-000290,parent,1952-06-02,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00291,BRN-1961-0103-00291,CP-000291,,,CP-000291,parent,1961-07-28,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00292,BRN-1989-0201-00292,CP-000292,,,CP-000292,parent,1989-02-01,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00293,BRN-1969-0202-00293,CP-000293,,,CP-000293,parent,1969-09-24,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00294,BRN-1997-0203-00294,CP-000294,,,CP-000294,parent,1997-01-27,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00295,BRN-2015-0301-00295,CP-000295,,,CP-000295,parent,2015-08-17,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00296,BRN-2017-0302-00296,CP-000296,,,CP-000296,parent,2017-02-20,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00297,BRN-2014-0303-00297,CP-000297,,,CP-000297,parent,2014-08-25,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00298,BRN-2006-0401-00298,CP-000298,,,CP-000298,parent,2006-07-06,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00299,BRN-1997-0402-00299,CP-000299,,,CP-000299,parent,1997-06-23,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00300,BRN-2006-0403-00300,CP-000300,,,CP-000300,parent,2006-09-24,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00301,BRN-1979-0101-00301,CP-000301,,,CP-000301,parent,1979-03-17,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00302,BRN-1997-0102-00302,CP-000302,,,CP-000302,parent,1997-05-14,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00303,BRN-2016-0103-00303,CP-000303,,,CP-000303,parent,2016-07-04,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00304,BRN-2015-0201-00304,CP-000304,,,CP-000304,parent,2015-06-10,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00305,BRN-2000-0202-00305,CP-000305,,,CP-000305,parent,2000-04-03,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00306,BRN-2000-0203-00306,CP-000306,,,CP-000306,parent,2000-03-22,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00307,BRN-1993-0301-00307,CP-000307,,,CP-000307,parent,1993-08-23,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00308,BRN-1942-0302-00308,CP-000308,,,CP-000308,parent,1942-02-09,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00309,BRN-1988-0303-00309,CP-000309,,,CP-000309,parent,1988-08-23,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00310,BRN-1962-0401-00310,CP-000310,,,CP-000310,parent,1962-04-14,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00311,BRN-1961-0402-00311,CP-000311,,,CP-000311,parent,1961-06-02,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00312,BRN-2010-0403-00312,CP-000312,,,CP-000312,parent,2010-11-17,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00313,BRN-2012-0101-00313,CP-000313,,,CP-000313,parent,2012-08-13,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00314,BRN-1997-0102-00314,CP-000314,,,CP-000314,parent,1997-03-16,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00315,BRN-1940-0103-00315,CP-000315,,,CP-000315,parent,1940-09-11,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00316,BRN-1990-0201-00316,CP-000316,,,CP-000316,parent,1990-06-26,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00317,BRN-1995-0202-00317,CP-000317,,,CP-000317,parent,1995-01-16,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00318,BRN-2018-0203-00318,CP-000318,,,CP-000318,parent,2018-12-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00319,BRN-2011-0301-00319,CP-000319,,,CP-000319,parent,2011-10-08,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00320,BRN-1947-0302-00320,CP-000320,,,CP-000320,parent,1947-09-03,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00321,BRN-1995-0303-00321,CP-000321,,,CP-000321,parent,1995-11-20,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00322,BRN-2007-0401-00322,CP-000322,,,CP-000322,parent,2007-01-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00323,BRN-1974-0402-00323,CP-000323,,,CP-000323,parent,1974-01-06,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00324,BRN-1993-0403-00324,CP-000324,,,CP-000324,parent,1993-01-20,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00325,BRN-1952-0101-00325,CP-000325,,,CP-000325,parent,1952-11-05,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00326,BRN-2019-0102-00326,CP-000326,,,CP-000326,parent,2019-09-05,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00327,BRN-2011-0103-00327,CP-000327,,,CP-000327,parent,2011-03-20,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00328,BRN-2005-0201-00328,CP-000328,,,CP-000328,parent,2005-09-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00329,BRN-1993-0202-00329,CP-000329,,,CP-000329,parent,1993-08-17,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00330,BRN-2004-0203-00330,CP-000330,,,CP-000330,parent,2004-03-22,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00331,BRN-1975-0301-00331,CP-000331,,,CP-000331,parent,1975-12-06,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00332,BRN-2020-0302-00332,CP-000332,,,CP-000332,parent,2020-09-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00333,BRN-1986-0303-00333,CP-000333,,,CP-000333,parent,1986-12-22,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00334,BRN-1991-0401-00334,CP-000334,,,CP-000334,parent,1991-12-03,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00335,BRN-2019-0402-00335,CP-000335,,,CP-000335,parent,2019-12-09,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00336,BRN-1998-0403-00336,CP-000336,,,CP-000336,parent,1998-06-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00337,BRN-1985-0101-00337,CP-000337,,,CP-000337,parent,1985-12-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00338,BRN-2020-0102-00338,CP-000338,,,CP-000338,parent,2020-05-02,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00339,BRN-2016-0103-00339,CP-000339,,,CP-000339,parent,2016-10-13,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00340,BRN-2011-0201-00340,CP-000340,,,CP-000340,parent,2011-07-18,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00341,BRN-2001-0202-00341,CP-000341,,,CP-000341,parent,2001-12-04,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00342,BRN-1998-0203-00342,CP-000342,,,CP-000342,parent,1998-04-21,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00343,BRN-1964-0301-00343,CP-000343,,,CP-000343,parent,1964-12-01,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
