household_id,head_uin,district_code,poverty_score,poverty_band,member_count,child_under_5_count,consent_status,observed_at,source_system
HH-003212,2315925374,XS-0101,37.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003213,2315952768,XS-0201,38.00,standard,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003214,2315980157,XS-0301,39.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003215,2316007545,XS-0401,40.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003216,2316034936,XS-0101,41.00,standard,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003217,2316062323,XS-0201,42.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003218,2316089719,XS-0301,43.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003219,2316117104,XS-0401,44.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003220,2316144497,XS-0101,45.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003221,2316171886,XS-0201,46.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003222,2316199279,XS-0301,47.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003223,2316227038,XS-0401,48.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003224,2316254057,XS-0101,49.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003225,2316281440,XS-0201,50.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003226,2316308836,XS-0301,51.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003227,2316336224,XS-0401,52.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003228,2316363619,XS-0101,53.00,standard,3,2,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003229,2316391007,XS-0201,54.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003230,2316418397,XS-0301,55.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003231,2316445781,XS-0401,56.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003232,2316473174,XS-0101,57.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003233,2316500563,XS-0201,58.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003234,2316527950,XS-0301,59.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003235,2316555347,XS-0401,60.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003236,2316582738,XS-0101,61.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003237,2316610129,XS-0201,62.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003238,2316637519,XS-0301,63.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003239,2316670082,XS-0401,64.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003240,2316692291,XS-0101,65.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003241,2316719682,XS-0201,66.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003242,2316747079,XS-0301,67.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003243,2316774465,XS-0401,68.00,standard,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003244,2316801858,XS-0101,69.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003245,2316829240,XS-0201,70.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003246,2316856634,XS-0301,71.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003247,2316884028,XS-0401,72.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003248,2316911416,XS-0101,73.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003249,2316938803,XS-0201,74.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003250,2316966190,XS-0301,25.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003251,2316993589,XS-0401,26.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003252,2317020978,XS-0101,27.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003253,2317048367,XS-0201,28.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003254,2317075758,XS-0301,29.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003255,2317103143,XS-0401,30.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003256,2317130534,XS-0101,31.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003257,2317157928,XS-0201,32.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003258,2317185317,XS-0301,33.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003259,2317212704,XS-0401,34.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003260,2317240094,XS-0101,35.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003261,2317267480,XS-0201,36.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003262,2317294872,XS-0301,37.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003263,2317322267,XS-0401,38.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003264,2317349656,XS-0101,39.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003265,2317377048,XS-0201,40.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003266,2317404437,XS-0301,41.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003267,2317431822,XS-0401,42.00,standard,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003268,2317459214,XS-0101,43.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003269,2317486602,XS-0201,44.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003270,2317513995,XS-0301,45.00,standard,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003271,2317541384,XS-0401,46.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003272,2317568776,XS-0101,47.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003273,2317596165,XS-0201,48.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
