uin,person_id,legacy_nid,given_name,family_name,birth_date,sex,district_code,address_area,settlement_type,identity_status,pending_merge_with_uin,match_basis,alive,birth_brn,updated_at,observed_at,source_system
2311122998,CP-000123,,Tomas123,Aquino,1992-07-08,female,XS-0103,XS-0103 sector 7,rural,active,,,true,BRN-1992-0103-00123,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311132123,CP-000124,,Lina124,Kone,1992-12-11,male,XS-0201,XS-0201 sector 8,rural,active,,,true,BRN-1992-0201-00124,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311141251,CP-000125,,Zaid125,Mensah,1976-05-24,female,XS-0202,XS-0202 sector 9,urban,active,,,true,BRN-1976-0202-00125,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311150381,CP-000126,,Rina126,Raman,1991-07-08,male,XS-0203,XS-0203 sector 1,rural,active,,,true,BRN-1991-0203-00126,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311159517,CP-000127,,Kiran127,Almeida,1964-05-25,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-1964-0301-00127,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311168641,CP-000128,,Eli128,Mori,1998-04-13,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-1998-0302-00128,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311178141,CP-000129,,Mara129,Khan,1961-07-16,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-1961-0303-00129,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311186909,CP-000130,,Tala130,Santos,1960-09-24,male,XS-0401,XS-0401 sector 5,urban,active,,,true,BRN-1960-0401-00130,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311196032,CP-000131,,Rafi131,Okafor,1996-12-04,female,XS-0402,XS-0402 sector 6,rural,active,,,true,BRN-1996-0402-00131,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311205169,CP-000132,,Ari132,Dela Cruz,2019-05-23,male,XS-0403,XS-0403 sector 7,rural,active,,,true,BRN-2019-0403-00132,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311214299,CP-000133,,Mika133,Aquino,2007-04-22,female,XS-0101,XS-0101 sector 8,rural,active,,,true,BRN-2007-0101-00133,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311223427,CP-000134,,Nela134,Kone,1942-06-14,male,XS-0102,XS-0102 sector 9,rural,active,,,true,BRN-1942-0102-00134,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311232559,CP-000135,,Tomas135,Mensah,2017-05-14,female,XS-0103,XS-0103 sector 1,urban,active,,,true,BRN-2017-0103-00135,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311241680,CP-000136,,Lina136,Raman,2022-04-28,male,XS-0201,XS-0201 sector 2,rural,active,,,true,BRN-2022-0201-00136,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311250816,CP-000137,,Zaid137,Almeida,1976-05-06,female,XS-0202,XS-0202 sector 3,rural,active,,,true,BRN-1976-0202-00137,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311259942,CP-000138,,Rina138,Mori,2009-09-01,male,XS-0203,XS-0203 sector 4,rural,active,,,true,BRN-2009-0203-00138,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311269072,CP-000139,,Kiran139,Khan,2007-04-28,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-2007-0301-00139,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311278200,CP-000140,,Eli140,Santos,1997-10-27,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-1997-0302-00140,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311287331,CP-000141,,Mara141,Okafor,1963-09-15,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-1963-0303-00141,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311296464,CP-000142,,Tala142,Dela Cruz,2024-05-20,male,XS-0401,XS-0401 sector 8,rural,active,,,true,BRN-2024-0401-00142,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311305599,CP-000143,,Rafi143,Aquino,1946-10-19,female,XS-0402,XS-0402 sector 9,rural,active,,,true,BRN-1946-0402-00143,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311314722,CP-000144,,Ari144,Kone,2016-07-23,male,XS-0403,XS-0403 sector 1,rural,active,,,true,BRN-2016-0403-00144,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311323851,CP-000145,,Mika145,Mensah,2010-09-04,female,XS-0101,XS-0101 sector 2,urban,active,,,true,BRN-2010-0101-00145,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311332981,CP-000146,,Nela146,Raman,2002-08-07,male,XS-0102,XS-0102 sector 3,rural,active,,,true,BRN-2002-0102-00146,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311342118,CP-000147,,Tomas147,Almeida,1991-12-24,female,XS-0103,XS-0103 sector 4,rural,active,,,true,BRN-1991-0103-00147,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311351240,CP-000148,,Lina148,Mori,1999-03-23,male,XS-0201,XS-0201 sector 5,rural,active,,,true,BRN-1999-0201-00148,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311360379,CP-000149,,Zaid149,Khan,2016-12-11,female,XS-0202,XS-0202 sector 6,rural,active,,,true,BRN-2016-0202-00149,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311369500,CP-000150,,Rina150,Santos,1962-11-25,male,XS-0203,XS-0203 sector 7,urban,active,,,true,BRN-1962-0203-00150,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311379002,CP-000151,,Kiran151,Okafor,1969-10-08,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-1969-0301-00151,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311387766,CP-000152,,Eli152,Dela Cruz,1946-12-21,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-1946-0302-00152,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311396895,CP-000153,,Mara153,Aquino,1994-09-13,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-1994-0303-00153,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311406024,CP-000154,,Tala154,Kone,2010-12-07,male,XS-0401,XS-0401 sector 2,rural,active,,,true,BRN-2010-0401-00154,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311415156,CP-000155,,Rafi155,Mensah,1977-09-26,female,XS-0402,XS-0402 sector 3,urban,active,,,true,BRN-1977-0402-00155,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311424287,CP-000156,,Ari156,Raman,2007-08-13,male,XS-0403,XS-0403 sector 4,rural,active,,,true,BRN-2007-0403-00156,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311433412,CP-000157,,Mika157,Almeida,1990-04-12,female,XS-0101,XS-0101 sector 5,rural,active,,,true,BRN-1990-0101-00157,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311442544,CP-000158,,Nela158,Mori,2013-08-24,male,XS-0102,XS-0102 sector 6,rural,active,,,true,BRN-2013-0102-00158,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311451677,CP-000159,,Tomas159,Khan,2004-03-12,female,XS-0103,XS-0103 sector 7,rural,active,,,true,BRN-2004-0103-00159,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311460805,CP-000160,,Lina160,Santos,2011-12-27,male,XS-0201,XS-0201 sector 8,urban,active,,,true,BRN-2011-0201-00160,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311469930,CP-000161,,Zaid161,Okafor,1994-02-28,female,XS-0202,XS-0202 sector 9,rural,active,,,true,BRN-1994-0202-00161,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311479064,CP-000162,,Rina162,Dela Cruz,2014-06-25,male,XS-0203,XS-0203 sector 1,rural,active,,,true,BRN-2014-0203-00162,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311488196,CP-000163,,Kiran163,Aquino,2000-01-05,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-2000-0301-00163,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311497327,CP-000164,,Eli164,Kone,2007-12-11,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-2007-0302-00164,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311506452,CP-000165,,Mara165,Mensah,1997-09-04,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-1997-0303-00165,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311515588,CP-000166,,Tala166,Raman,2002-09-20,male,XS-0401,XS-0401 sector 5,rural,active,,,true,BRN-2002-0401-00166,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311524719,CP-000167,,Rafi167,Almeida,1978-06-20,female,XS-0402,XS-0402 sector 6,rural,active,,,true,BRN-1978-0402-00167,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311533841,CP-000168,,Ari168,Mori,1997-10-05,male,XS-0403,XS-0403 sector 7,rural,active,,,true,BRN-1997-0403-00168,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311542979,CP-000169,,Mika169,Khan,2015-09-18,female,XS-0101,XS-0101 sector 8,rural,active,,,true,BRN-2015-0101-00169,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311552104,CP-000170,,Nela170,Santos,1995-05-24,male,XS-0102,XS-0102 sector 9,urban,active,,,true,BRN-1995-0102-00170,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311561232,CP-000171,,Tomas171,Okafor,1976-08-26,female,XS-0103,XS-0103 sector 1,rural,active,,,true,BRN-1976-0103-00171,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311570366,CP-000172,,Lina172,Dela Cruz,2013-03-15,male,XS-0201,XS-0201 sector 2,rural,active,,,true,BRN-2013-0201-00172,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311579493,CP-000173,,Zaid173,Aquino,1987-03-16,female,XS-0202,XS-0202 sector 3,rural,active,,,true,BRN-1987-0202-00173,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311588620,CP-000174,,Rina174,Kone,1998-01-10,male,XS-0203,XS-0203 sector 4,rural,active,,,true,BRN-1998-0203-00174,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311597757,CP-000175,,Kiran175,Mensah,1953-04-13,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-1953-0301-00175,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311606882,CP-000176,,Eli176,Raman,2020-05-23,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-2020-0302-00176,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311616013,CP-000177,,Mara177,Almeida,2004-10-19,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-2004-0303-00177,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311625144,CP-000178,,Tala178,Mori,1941-02-09,male,XS-0401,XS-0401 sector 8,rural,active,,,true,BRN-1941-0401-00178,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311634272,CP-000179,,Rafi179,Khan,2010-05-15,female,XS-0402,XS-0402 sector 9,rural,active,,,true,BRN-2010-0402-00179,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311643402,CP-000180,,Ari180,Santos,1985-12-23,male,XS-0403,XS-0403 sector 1,urban,active,,,true,BRN-1985-0403-00180,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311652530,CP-000181,,Mika181,Okafor,2010-10-20,female,XS-0101,XS-0101 sector 2,rural,active,,,true,BRN-2010-0101-00181,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311662038,CP-000182,,Nela182,Dela Cruz,2009-08-15,male,XS-0102,XS-0102 sector 3,rural,active,,,true,BRN-2009-0102-00182,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311670790,CP-000183,,Tomas183,Aquino,1991-08-18,female,XS-0103,XS-0103 sector 4,rural,active,,,true,BRN-1991-0103-00183,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311679926,CP-000184,,Lina184,Kone,1994-08-28,male,XS-0201,XS-0201 sector 5,rural,active,,,true,BRN-1994-0201-00184,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311689052,CP-000185,,Zaid185,Mensah,2002-03-14,female,XS-0202,XS-0202 sector 6,urban,active,,,true,BRN-2002-0202-00185,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311698182,CP-000186,,Rina186,Raman,1982-06-03,male,XS-0203,XS-0203 sector 7,rural,active,,,true,BRN-1982-0203-00186,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311707311,CP-000187,,Kiran187,Almeida,2025-07-23,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-2025-0301-00187,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311716440,CP-000188,,Eli188,Mori,2015-03-10,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-2015-0302-00188,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311725577,CP-000189,,Mara189,Khan,1962-10-09,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-1962-0303-00189,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311734707,CP-000190,,Tala190,Santos,1999-04-17,male,XS-0401,XS-0401 sector 2,urban,active,,,true,BRN-1999-0401-00190,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311743839,CP-000191,,Rafi191,Okafor,1972-07-16,female,XS-0402,XS-0402 sector 3,rural,active,,,true,BRN-1972-0402-00191,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311752965,CP-000192,,Ari192,Dela Cruz,2001-11-25,male,XS-0403,XS-0403 sector 4,rural,active,,,true,BRN-2001-0403-00192,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311762099,CP-000193,,Mika193,Aquino,1967-01-09,female,XS-0101,XS-0101 sector 5,rural,active,,,true,BRN-1967-0101-00193,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311771221,CP-000194,,Nela194,Kone,1972-10-19,male,XS-0102,XS-0102 sector 6,rural,active,,,true,BRN-1972-0102-00194,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311780353,CP-000195,,Tomas195,Mensah,1990-07-24,female,XS-0103,XS-0103 sector 7,urban,active,,,true,BRN-1990-0103-00195,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311789489,CP-000196,,Lina196,Raman,2021-04-22,male,XS-0201,XS-0201 sector 8,rural,active,,,true,BRN-2021-0201-00196,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311798618,CP-000197,,Zaid197,Almeida,1986-04-16,female,XS-0202,XS-0202 sector 9,rural,active,,,true,BRN-1986-0202-00197,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311807744,CP-000198,,Rina198,Mori,2000-06-23,male,XS-0203,XS-0203 sector 1,rural,active,,,true,BRN-2000-0203-00198,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311816872,CP-000199,,Kiran199,Khan,2013-12-19,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-2013-0301-00199,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311826000,CP-000200,,Eli200,Santos,2006-09-28,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-2006-0302-00200,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311835133,CP-000201,,Mara201,Okafor,2002-01-25,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-2002-0303-00201,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311844264,CP-000202,,Tala202,Dela Cruz,1984-09-26,male,XS-0401,XS-0401 sector 5,rural,active,,,true,BRN-1984-0401-00202,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311853399,CP-000203,,Rafi203,Aquino,2011-04-09,female,XS-0402,XS-0402 sector 6,rural,active,,,true,BRN-2011-0402-00203,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311862528,CP-000204,,Ari204,Kone,1964-01-25,male,XS-0403,XS-0403 sector 7,rural,active,,,true,BRN-1964-0403-00204,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311871650,CP-000205,,Mika205,Mensah,2014-03-16,female,XS-0101,XS-0101 sector 8,urban,active,,,true,BRN-2014-0101-00205,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311880785,CP-000206,,Nela206,Raman,1969-10-07,male,XS-0102,XS-0102 sector 9,rural,active,,,true,BRN-1969-0102-00206,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311889916,CP-000207,,Tomas207,Almeida,2008-11-11,female,XS-0103,XS-0103 sector 1,rural,active,,,true,BRN-2008-0103-00207,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311899043,CP-000208,,Lina208,Mori,2022-11-14,male,XS-0201,XS-0201 sector 2,rural,active,,,true,BRN-2022-0201-00208,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311908170,CP-000209,,Zaid209,Khan,2017-10-10,female,XS-0202,XS-0202 sector 3,rural,active,,,true,BRN-2017-0202-00209,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311917307,CP-000210,,Rina210,Santos,1958-01-04,male,XS-0203,XS-0203 sector 4,urban,active,,,true,BRN-1958-0203-00210,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311926439,CP-000211,,Kiran211,Okafor,1999-05-05,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-1999-0301-00211,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311935567,CP-000212,,Eli212,Dela Cruz,2001-01-05,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-2001-0302-00212,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311944696,CP-000213,,Mara213,Aquino,1997-02-13,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-1997-0303-00213,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311953823,CP-000214,,Tala214,Kone,2017-04-16,male,XS-0401,XS-0401 sector 8,rural,active,,,true,BRN-2017-0401-00214,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311962953,CP-000215,,Rafi215,Mensah,2018-04-26,female,XS-0402,XS-0402 sector 9,urban,active,,,true,BRN-2018-0402-00215,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311972085,CP-000216,,Ari216,Raman,1959-06-01,male,XS-0403,XS-0403 sector 1,rural,active,,,true,BRN-1959-0403-00216,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311981215,CP-000217,,Mika217,Almeida,1983-09-17,female,XS-0101,XS-0101 sector 2,rural,active,,,true,BRN-1983-0101-00217,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311990345,CP-000218,,Nela218,Mori,1945-01-09,male,XS-0102,XS-0102 sector 3,rural,active,,,true,BRN-1945-0102-00218,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2311999472,CP-000219,,Tomas219,Khan,1976-06-06,female,XS-0103,XS-0103 sector 4,rural,active,,,true,BRN-1976-0103-00219,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312008601,CP-000220,,Lina220,Santos,1998-06-13,male,XS-0201,XS-0201 sector 5,urban,active,,,true,BRN-1998-0201-00220,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312017733,CP-000221,,Zaid221,Okafor,1963-03-17,female,XS-0202,XS-0202 sector 6,rural,active,,,true,BRN-1963-0202-00221,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312026867,CP-000222,,Rina222,Dela Cruz,1997-10-11,male,XS-0203,XS-0203 sector 7,rural,active,,,true,BRN-1997-0203-00222,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312035994,CP-000223,,Kiran223,Aquino,1989-05-13,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-1989-0301-00223,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312045123,CP-000224,,Eli224,Kone,2007-09-08,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-2007-0302-00224,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312054258,CP-000225,,Mara225,Mensah,2000-12-15,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-2000-0303-00225,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312063388,CP-000226,,Tala226,Raman,2008-03-05,male,XS-0401,XS-0401 sector 2,rural,active,,,true,BRN-2008-0401-00226,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312072517,CP-000227,,Rafi227,Almeida,1996-05-28,female,XS-0402,XS-0402 sector 3,rural,active,,,true,BRN-1996-0402-00227,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312081648,CP-000228,,Ari228,Mori,1989-05-13,male,XS-0403,XS-0403 sector 4,rural,active,,,true,BRN-1989-0403-00228,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312090776,CP-000229,,Mika229,Khan,2013-07-14,female,XS-0101,XS-0101 sector 5,rural,active,,,true,BRN-2013-0101-00229,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312099907,CP-000230,,Nela230,Santos,2005-07-27,male,XS-0102,XS-0102 sector 6,urban,active,,,true,BRN-2005-0102-00230,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312109030,CP-000231,,Tomas231,Okafor,1972-07-28,female,XS-0103,XS-0103 sector 7,rural,active,,,true,BRN-1972-0103-00231,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312118169,CP-000232,,Lina232,Dela Cruz,1983-07-03,male,XS-0201,XS-0201 sector 8,rural,active,,,true,BRN-1983-0201-00232,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312127290,CP-000233,,Zaid233,Aquino,1957-09-07,female,XS-0202,XS-0202 sector 9,rural,active,,,true,BRN-1957-0202-00233,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312136423,CP-000234,,Rina234,Kone,2021-05-08,male,XS-0203,XS-0203 sector 1,rural,active,,,true,BRN-2021-0203-00234,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312145550,CP-000235,,Kiran235,Mensah,2023-09-06,female,XS-0301,XS-0301 sector 2,urban,active,,,true,,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312154684,CP-000236,,Eli236,Raman,1971-09-11,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-1971-0302-00236,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312163815,CP-000237,,Mara237,Almeida,2018-03-23,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-2018-0303-00237,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312172947,CP-000238,,Tala238,Mori,2009-07-12,male,XS-0401,XS-0401 sector 5,rural,active,,,true,BRN-2009-0401-00238,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312182072,CP-000239,,Rafi239,Khan,1942-02-28,female,XS-0402,XS-0402 sector 6,rural,active,,,true,BRN-1942-0402-00239,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312191209,CP-000240,,Ari240,Santos,2003-09-03,male,XS-0403,XS-0403 sector 7,urban,active,,,true,BRN-2003-0403-00240,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312200330,CP-000241,,Mika241,Okafor,1998-10-11,female,XS-0101,XS-0101 sector 8,rural,active,,,true,BRN-1998-0101-00241,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312209462,CP-000242,,Nela242,Dela Cruz,1973-04-21,male,XS-0102,XS-0102 sector 9,rural,active,,,true,BRN-1973-0102-00242,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312218592,CP-000243,,Tomas243,Aquino,2009-02-22,female,XS-0103,XS-0103 sector 1,rural,active,,,true,BRN-2009-0103-00243,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312227723,CP-000244,,Lina244,Kone,1969-11-17,male,XS-0201,XS-0201 sector 2,rural,active,,,true,BRN-1969-0201-00244,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312236851,CP-000245,,Zaid245,Mensah,2023-12-20,female,XS-0202,XS-0202 sector 3,urban,active,,,true,,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312245982,CP-000246,,Rina246,Raman,2000-01-24,male,XS-0203,XS-0203 sector 4,rural,active,,,true,BRN-2000-0203-00246,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
